company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Howdy Yoga,2020-01-05,https://howdy.yoga,"Cheyenne, Wyoming, United States",Commerce and Shopping,E-Commerce,3083960.0,,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2020,89467,False,False
The Hadhramout Foundation,2019-01-01,https://www.hadhramout.org,"Westport, Connecticut, United States","Education, Other, Social Impact","Education, Non Profit, Training",1421971.0,"The Hadhramout Foundation offers universities, other philanthropic organizations, corporations, and humanitarian-minded people. They offer educational support services. They provide an educational framework that includes physical schools as well as procedural structure. This included building and funding boys’ and girls’ schools, english-language academies, vocational training, and scholarships for students.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,61015,False,False
K&J Brands,2023-08-04,https://kjbrandsusa.com/,"Raleigh, North Carolina, United States","Commerce and Shopping, Manufacturing","Manufacturing, Retail, Wholesale",682202.0,"K&J Brands is a multifaceted company specializing in wholesale, distribution, and retail of a diverse range of everyday merchandise. From essential household products and pantry staples to an exciting array of toys and more, K&J Brands offers an extensive catalog of quality items. Our commitment to convenience and affordability extends to multiple sales K&J Brands is a multifaceted company specializing in wholesale, distribution, and retail of a diverse range of everyday merchandise. From essential household products and pantry staples to an exciting array of toys and more, K&J Brands offers an extensive catalog of quality items. Our commitment to convenience and affordability extends to multiple sales channels, including our well-equipped warehouses and renowned online platforms such as Amazon, Walmart, and Target. At K&J Brands, we take pride in providing a one-stop shopping experience, ensuring that our customers have access to a wide variety of essential and enjoyable products.",51-100,,,,,,,,51-100,Private,,,,,,6,2023,43942,False,False
Your Healthy Spaces,2018-01-01,https://www.yourhealthyspaces.com,"Chagrin Falls, Ohio, United States","Commerce and Shopping, Health Care, Real Estate","E-Commerce, Health Care, Janitorial Service, Retail",1571756.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,64369,False,False
Vixul,2022-01-01,http://www.vixul.com,"Austin, Texas, United States",Professional Services,"Business Development, Consulting, Management Consulting",569357.0,"Vixul is a business consulting and services company that makes available the resources needed by the startup founders. It was founded in 2022 and is located in Austin, Texas.",1-10,,,,,,,,1-10,Private,,,,,,6,2022,40395,False,False
EIT Services,2019-01-01,https://eit.services,"Chesapeake, Virginia, United States","Apps, Design, Information Technology, Internet Services, Mobile, Other, Software","Information Technology, Mobile Apps, Technical Support, Web Design, Web Development, Web Hosting",1265758.0,"EIT Services is an IT solutions company that offers computer maintenance, managed IT, and web development services. They also offer computer classes, community events, vendor events, custom-built gaming computers, and more.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,57764,False,False
RPG Energy Group,2018-01-01,https://www.rpgenergygroup.com,"Indianapolis, Indiana, United States","Energy, Natural Resources, Sustainability","Energy, Renewable Energy, Solar",624695.0,"RPG Energy Group provides requirement trimming, LED bulbs, battery banks, renewable power, and systems for data acquisition services. They provide solar power, distributed power projects, and an efficient energy source. They provide solar energy solutions.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,42209,False,False
Launchpad,2020-06-09,http://launchpad.fit,"Denver, Colorado, United States","Hardware, Sports","Fitness, Hardware, Sports",121269.0,A complete system to get elite athletic training at home.,1-10,1.0,Seed,2021-01-01,120000.0,Pre-Seed,120000.0,2.0,1-10,Private,,,0.0,0.0,,0,2020,15610,False,False
Amanda Care,2019-01-01,https://amanda-care.com/,"Lewes, Delaware, United States","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Health Care",657155.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,43244,False,False
Mekas Cloud Services,2018-01-01,https://mekas.net/,"San Jose, California, United States","Information Technology, Internet Services, Professional Services, Software","Cloud Data Services, Consulting, Information Technology, Software",2090773.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,73449,False,False
Spark Ads Agency,2018-01-01,https://sparkadsagency.com,"North Miami Beach, Florida, United States","Advertising, Sales and Marketing","Advertising, Digital Marketing, Marketing",3025272.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,88797,False,False
AllWazeOn,2021-01-01,http://04549ca.netsolhost.com,"Tabor City, North Carolina, United States","Financial Services, Information Technology, Internet Services, Real Estate","Financial Services, Home Services, Information Technology, Internet, Real Estate Investment",3136847.0,24/7 Asset Value Start-Up. In Laguna Ventures LLC Incubator Program,1-10,,,,,,,,1-10,Private,,,,,,6,2021,90155,False,False
Salt Bricks Tiles,2020-01-03,https://saltbrickstiles.com/,"Dale City, Virginia, United States",Real Estate,Construction,2171537.0,"We provide items made from the purest Himalayan salt. We are pleased to provide a variety of pink salt items, including salt bricks, salt blocks, salt tiles, salt adhesive, salt cooking plates, and more, in light of the therapeutic properties of Himalayan pink salt and its usefulness for persons with respiratory and skin illnesses.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,75345,False,False
STAK Holdings,2018-01-01,http://www.stakholdings.com,"Conroe, Texas, United States","Financial Services, Other, Real Estate","Commercial, Real Estate Investment, Residential",2176033.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,75272,False,False
Satin Pavement,2018-01-01,https://www.satinpavement.com,"Argyle, Texas, United States","Commerce and Shopping, Events, Manufacturing, Media and Entertainment, Sales and Marketing","Brand Marketing, Event Management, Manufacturing, Rental",1548996.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,63233,False,False
Unframed Digital,2020-01-01,https://unframeddigital.com,"Denver, Colorado, United States","Advertising, Sales and Marketing, Software","Advertising, Digital Marketing, Social Media Marketing, Web Development",1124444.0,"Unframed Digital provides digital marketing services. They also provide discovery, analysis, design, build, and management. They provide graphic design, website design, art direction, copywriting, branding ads, digital ad design, brand, and marketing materials services. Their customers contact through phone, mail, and online applications.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,53727,False,False
Aspect Advisors,2019-01-01,https://aspectadv.com/,"San Francisco, California, United States","Financial Services, Professional Services","Accounting, Compliance, Consulting",976230.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,51767,False,False
Public of Nation,2022-01-01,https://www.publicofnation.com,"New York, New York, United States",Sales and Marketing,Public Relations,2775681.0,"Public of Nation is a Digital Media and marketing agency. They specialize in Public relations, Branding, Social Media Marketing. Founded by Faiz Technical in 2022. Public of Nation Company represents a host of brands and celebrities across the all countries.  They have worked with top entrepreneurs, influencers and established companies to grow their media presence, build strong brand credibility and boost their business.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,86415,False,False
QR Checkouts,2020-03-20,https://qrcheckouts.com,"Fort Lauderdale, Florida, United States",Financial Services,FinTech,1629499.0,"(QR) Checkouts, with services such as the HulaPay mobile web app, enables small and medium size merchants to experience streamlined and adaptable transaction flow without the weight of costly enterprise solutions. (QR) Checkouts provides four services on a single platform: the (QR) Checkouts’ HulaPay for in-person, contactless checkouts; the Remote Payment Dashboard; their Lightweight POS Virtual Terminal; and the (QR) Checkouts POS Offline Transaction Enablement. Simplify your remote sales, orders, and pickups, provide touchfree, in-person payments, and have peace of mind that your sales will keep processing even when your point-of-sale system goes down, all with the Quick Response (QR) Checkouts team and platform by your side.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,64788,False,False
Mazza Premier Homes,2021-01-01,https://mazzapremierhomes.com,"Rochester, New York, United States","Other, Real Estate","Commercial, Property Management, Real Estate, Residential",2426617.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,80921,False,False
PCC Hydrogen,2022-01-01,https://www.pcchydrogen.com,"Louisville, Kentucky, United States","Energy, Natural Resources, Science and Engineering, Sustainability","Chemical Engineering, GreenTech, Oil and Gas, Renewable Energy",305587.0,PCC Hydrogen is a sustainable green hydrogen production company that enables the efficient conversion of logistically friendly ethanol into high-purity green hydrogen.,1-10,1.0,,2023-07-17,,Grant,,,1-10,Private,,,2.0,0.0,Electrolytic Or Electrophoretic Processes,3,2022,29040,False,False
The Social Strategy,2018-01-01,https://www.thesocialstrategy.us,"Manhattan, New York, United States","Design, Education, Internet Services, Media and Entertainment, Sales and Marketing","Content, SEO, Social Media, Training, Web Design",2371551.0,"The Social Strategy is a social media management and strategy development agency that builds networks and creates engaging, thoughtful content to connect diverse audiences. They offer various platforms to reach targets but lack audience interaction. They deliver digital media display advertising, social media marketing, brand campaigns, influencer management, influencer recruiting, social media strategy, and more.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,80190,False,False
McKinsey Social Initiative,2023-01-01,http://www.mckinseysocialinitiative.org/,"New York, New York, United States","Other, Social Impact",Non Profit,540960.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2023,39421,False,False
