company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Catalyst Technologies,2019-01-01,https://cattech.com,"Rancho Santa Margarita, California, United States","Consumer Goods, Natural Resources, Science and Engineering, Sustainability","Chemical, Cosmetics, Natural Resources",582162.0,"Catalyst Technologies offers a key in the materials industry is creativity and a customer-focused attitude. An imaginative supplier that blends solid market information, machine activities on the personal care and chemical sectors and a support system for providers, labels, producers, and makers is needed by development supply chain partners and cutting-edge Products. They  trained and experienced sales team is prepared to help clients with recipe design and drawback. The choice of sustainable and exotic materials has a purpose and is effective. The compounds users in every step of formula creation to help them meet needs of the consumer.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,40821,False,False
Psycho Tuna,2019-01-01,https://psychotuna.com,"Van Nuys, California, United States","Clothing and Apparel, Commerce and Shopping, Design, Manufacturing","E-Commerce, Fashion, Textiles",1703271.0,Psycho Tuna is committed to creating products that have a positive impact on their lives and environment. If you want any information please contact them through email or phone call.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,66470,False,False
GamerGains Lab,2021-01-01,https://gamergains.com,"Miami, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Gaming, Payments, Software","Cryptocurrency, Gaming, PC Games",107841.0,"GamerGains Labs is the first-ever token and cryptocurrency-based play and earn platform serving traditional gamers – a community of hundreds of millions of people around the world that enjoy playing on PCs and consoles such as Xbox and PlayStation. Offering an easy-to-use interface, the innovative platform will allow members to earn crypto with confidence through an automated contest lifecycle, which is impartial, transparent, and features instant payout settlement.",1-10,1.0,Seed,2022-04-26,5800000.0,Seed,5800000.0,,1-10,Private,,,,,,0,3,2021,14166,False,False
Emilia George®,2019-03-07,https://www.emiliageorge.co,"New York, New York, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Consumer Goods, Design, Hardware, Manufacturing, Software","Children, Consumer Goods, E-Commerce, Fashion, Manufacturing, Retail, Retail Technology",121234.0,"At Emilia George, we believe the caring figures in our lives should be celebrated. From life’s little to large moments, we focus on designing a retail experience that’s thoughtful in every detail. Our curated mix of everyday essentials and occasion-worthy indulgences lifts moms when they need it most. Moms deserve to feel special today— and every day. Whatever the reason, take a joy-filled moment to visit our NYC flagship or browse our online selection. We’re here to take care of you, because you care.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,0.0,0.0,,5,5,2019,15604,False,False
Premier Cryogenic Services,2019-07-01,https://www.premiercryollc.com,"La Porte, Texas, United States","Financial Services, Health Care, Manufacturing, Science and Engineering","Leasing, Manufacturing, Mechanical Engineering, Rehabilitation",1640770.0,"PCS provides trailer rehab and repair, trailer inspection and testing, and inner tank work services. They specialise in liquid hydrogen, oxygen, nitrogen, argon, LNG, and CO2 inspections, retests, and rehabilitations. They also offer sales and leasing facilities.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2019,64555,False,False
Holistica Destinations,2019-01-01,https://www.holisticadestinations.com,"Miami, Florida, United States","Transportation, Travel and Tourism","Adventure Travel, Amusement Park and Arcade, Water Transportation",2807957.0,"Holistica Destinations offers port infrastructure, guest experiences, shore excursions, and destination development. They deliver an inclusive model for destination development that works holistically, to meet the needs of coastal communities, governments, and land, sea, and air travelers.",101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,5,2019,85939,False,False
Sembly AI,2019-01-01,http://www.sembly.ai/,"New York, New York, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Messaging and Telecommunications, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Enterprise Applications, Enterprise Software, Information and Communications Technology (ICT), Information Technology, Machine Learning, Meeting Software, SaaS, Software",152105.0,Sembly AI was founded in early 2019 by executives who have successfully grown companies from small startups to large operating entities that were subsequently sold to bluechip companies. The founders have a combined 40 years of hands-on experience supporting large transformation efforts in Fortune 500 organizations. They took this experience and molded a product that would fundamentally increase firm productivity and change the way meetings are held in corporate America. Sembly AI is built on a foundation of Data Science capabilities combined with a deep knowledge of corporate process to produce a powerful management platform.,11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,5,2019,18450,False,False
Apply AI,2018-07-16,https://www.pricepulse.app/,"Austin, Texas, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Consumer Software, Digital Entertainment, Mobile Apps, Software",214703.0," Founded in 2017, our goal is to develop software centered on Artificial Intelligence (AI). As AI expands, consumer products and services will be reshaped completely. AI has the potential to give mass consumption apps a huge pick-me-up: these are the kinds of tools we are developing in our studio. We are constructing our latest project from the ground up: optimizing a consumer app by leveraging the power that lies at the intersection between AI and social behaviors. The Apply AI studio team has history in Latin America but have relocated to Silicon Valley. We have been building products for the social web since 2005, when we started Taringa.net, an intelligence collective social network. Our team has worked together for the past 10 years building what grew to become the largest social network ever created in Latin America with millions of users worldwide.  In many LATAM countries, Taringa is the second largest social network, just after Facebook and ahead of Twitter. Also, Taringa was the very first massive consumer platform to incorporate bitcoin as a way to share revenues within its community. Today, our team is taking advantage of the benefits of AI technology by building a wide array of new AI tools and applying them to new products,  such as Gif Surfer, a gif discovery platform which uses AI specifically for image recognition and AI machine learning and big data, in order to identify content and serve Gifs that we can guarantee users will love. Eventually, with all of our AI tools combined, revolution will take place.  ",1-10,1.0,Seed,2017-09-15,0.0,Seed,0.0,,1-10,Private,,,,,,2,5,2018,23243,False,False
Boarderie,2020-01-01,https://boarderie.com,"West Palm Beach, Florida, United States","Food and Beverage, Manufacturing, Transportation","Food and Beverage, Food Delivery, Manufacturing",257606.0,"Boarderie is a company that specializes in the delivery of charcuterie boards. They offer a variety of pre-assembled, catering-quality cheese and charcuterie boards that are shipped nationwide. Their boards feature a variety of cheeses, meats, and other gourmet items. The company is unique in that it is the first and only company in the world to offer this type of service. Boarderie's boards are fully arranged and ready to eat upon arrival, requiring no additional cutting or prepping. The company also allows customers to select their delivery date up to 365 days in advance.",51-100,0.0,,,0.0,,0.0,3.0,51-100,Private,,,,,,6,4,2020,26259,False,False
FocalStudio,2022-12-01,https://FocalStudio.ai,"New York, New York, United States","Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Marketing, Photography, Software",499287.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,1,2022,37859,False,False
2 Oceans Communications,2022-01-01,https://www.2oceans-communications.com,"Oakland Park, Florida, United States","Professional Services, Sales and Marketing","Consulting, Marketing, Public Relations",2762827.0,"2 Oceans Communications delivers internal communications, change communications, and change management consulting. Making change processes successful for both their architects and those who are affected. The personalised approach to accomplishing the objectives that the customers set for themselves.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2022,85084,False,False
Building Hope Today,2020-01-01,https://buildinghopetoday.org,"Boise, Idaho, United States","Community and Lifestyle, Government and Military, Health Care, Other, Social Impact","Child Care, Non Profit, Public Safety, Social",1428013.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,60891,False,False
Dresspass,2018-09-19,https://dresspass.co/,"New York, New York, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Travel and Tourism","E-Commerce, Fashion, Lifestyle, Product Design, Travel",464565.0,"Dresspass is a platform for travelers to discover and book rental clothing directly from locals in their destination city.  Using the platform, travelers can book a new wardrobe for their trip, and #JustPackUndies. Stylists rent curated suitcases of clothing to travelers on our platform, which in turn provides new revenue streams and channels for brand exposure.  We believe that Dresspass will encourage traveling light, and inspiring a feeling of belonging, within new communities, everywhere in the world.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,36556,False,False
SEEDS Therapy Center,2019-01-01,https://www.seedstherapycenter.com,"San Diego, California, United States","Education, Events, Health Care, Media and Entertainment","Education, Events, Health Care, Therapeutics, Training",2504871.0,"SEEDS Therapy Center provides education and therapeutic interventions in the social-sexual domain. It focuses its services on adolescents, teens, adults, and individuals of all ages. They offer social skills training, bullying and coercion prevention, community safety and access, and abuse awareness.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,81213,False,False
Fund the First,2019-07-24,https://fundthefirst.com/,"Merrick, New York, United States",Financial Services,Crowdfunding,146756.0,"Fund the First is an online fundraising platform intended to create verified campaigns in times of need and financial hardships for first responders and military.  Through a partnership with ID.me, all campaigns are fully verified and vetted to ensure that funds are going to the intended source.",1-10,1.0,Seed,2019-12-22,550000.0,Seed,550000.0,5.0,1-10,Private,,,0.0,2.0,,0,4,2019,18014,False,False
Treaty Oak Clean Energy,2021-01-01,https://treatyoakcleanenergy.com/,"Austin, Texas, United States","Energy, Natural Resources, Sustainability","Energy, Energy Storage, Solar",224888.0,Founded on Date Coverage  Q2 2023 - not found,11-50,0.0,M&A,,0.0,,0.0,,11-50,Private,,,0.0,0.0,,5,3,2021,24023,False,False
